y,age,category0,num0,category1,num1,category2,category3,category4,category5,category6,num2,num3,num4,category7,yhat
1,63,0,176696,0,9,1,4,1,0,1,0,0,40,0,0
0,53,0,120839,10,8,1,10,3,0,1,0,0,40,0,0
0,32,4,304212,2,9,1,2,1,0,0,0,0,50,0,0
0,25,0,419658,2,9,2,0,5,2,0,0,0,8,1,0
0,35,1,454915,4,5,0,1,0,0,0,0,0,40,0,0
0,29,6,108775,3,9,0,12,0,0,0,0,0,40,4,0
0,67,0,45814,8,4,0,8,0,0,0,0,0,40,0,0
1,77,4,143516,5,14,1,5,1,2,1,0,0,8,1,0
0,47,6,188610,0,9,1,2,1,0,1,0,0,48,0,0
1,58,3,244830,0,13,3,0,0,0,0,4787,0,40,0,1
0,34,2,225548,6,13,1,9,1,1,1,0,0,30,0,0
0,30,2,633742,5,10,0,6,0,1,0,0,0,45,0,1
1,38,2,114835,5,13,1,5,5,0,0,0,0,60,0,0
0,25,3,178960,11,7,1,5,4,0,0,0,0,40,0,0
1,43,1,233865,2,9,0,2,0,0,0,0,0,40,0,0
0,24,1,304386,5,9,1,7,3,0,1,0,0,30,1,0
0,29,1,84560,1,9,1,1,4,0,0,0,0,40,0,0
0,79,1,103684,3,9,2,13,1,0,1,0,0,40,0,0
0,37,4,217689,1,10,2,1,1,3,1,0,0,32,0,0
0,56,2,65325,4,13,2,7,1,0,1,0,0,50,0,1
0,62,2,132917,1,10,2,2,1,1,1,0,0,20,0,0
0,24,6,257621,0,13,1,3,1,0,1,0,0,20,0,0
0,30,0,207253,12,11,0,5,0,0,0,0,0,40,13,0
1,35,5,103214,9,16,0,9,2,4,1,0,0,60,0,1
1,54,4,175804,6,13,1,4,1,0,1,0,0,40,0,0
0,32,0,111836,2,10,2,4,3,1,1,0,0,50,0,0
1,27,0,183523,2,10,1,8,1,0,1,0,0,40,0,0
0,23,0,188950,11,11,1,6,2,0,0,0,0,40,0,0
0,53,4,144586,4,10,1,12,1,0,1,0,0,40,0,0
1,38,0,409604,4,13,0,7,0,0,0,15024,0,40,0,1
0,23,2,342946,11,7,2,11,4,0,0,0,0,38,0,0
0,24,2,196280,4,13,1,5,0,0,0,0,0,30,0,1
0,20,1,150084,2,10,0,1,1,0,0,0,0,25,0,0
0,32,2,226267,5,10,1,0,1,0,0,0,0,40,5,0
1,28,0,37359,4,13,1,7,1,2,1,0,0,60,1,1
1,44,0,155930,4,14,0,2,0,0,0,7688,0,55,0,1
0,47,0,93557,0,9,2,3,3,0,1,0,0,40,0,0
0,39,0,236136,11,11,2,3,4,1,1,0,0,40,0,0
1,68,6,202699,5,14,1,1,3,0,1,0,2377,42,2,1
0,44,2,193524,1,10,2,8,1,0,1,0,0,40,0,0
0,42,4,320744,0,9,2,2,3,0,1,3908,0,45,0,0
0,62,0,223447,9,8,4,0,0,0,1,0,0,40,17,0
0,23,2,35633,2,9,0,6,0,0,0,0,0,40,0,0
1,56,0,122390,3,11,3,4,2,0,1,15024,0,40,0,1
0,46,0,205504,2,9,1,7,4,0,0,0,0,20,0,0
0,22,6,31102,5,10,1,12,1,3,1,0,0,4,7,0
0,27,0,176972,13,11,1,3,5,0,0,0,0,40,0,0
1,44,6,239539,6,13,1,1,1,2,1,0,0,40,9,0
0,70,2,304570,4,13,0,4,5,2,1,0,0,32,3,0
0,17,0,276718,1,9,2,2,2,0,1,0,0,20,0,0
1,46,6,297906,4,13,2,0,2,2,0,0,0,50,1,0
0,25,2,120238,1,10,2,5,1,0,1,2885,0,43,0,0
0,45,0,169092,2,9,1,0,4,0,1,0,0,55,0,0
1,35,0,953588,3,9,1,8,4,0,1,0,0,40,0,0
0,39,2,58972,5,12,4,9,2,0,1,1506,0,40,0,0
0,44,3,190205,12,4,2,5,3,0,1,0,0,25,0,0
0,21,0,191497,2,10,3,2,3,0,0,0,0,20,0,0
1,24,2,60783,4,10,1,11,1,0,1,0,0,70,0,0
1,37,0,82622,1,10,0,1,0,0,0,0,0,40,0,0
1,60,5,90915,11,7,2,11,3,0,1,0,0,40,0,0
1,33,0,36539,4,13,1,5,1,0,0,0,0,40,0,0
0,47,0,148724,1,9,0,9,0,1,0,0,0,40,0,0
0,36,0,308945,2,9,0,7,0,0,0,0,0,40,0,0
0,20,0,109813,12,7,2,3,3,2,1,0,0,40,1,0
0,22,1,87867,11,8,1,3,1,0,0,0,0,30,0,0
0,21,0,109952,12,6,0,7,0,0,0,0,0,50,0,0
0,30,0,326199,11,5,0,3,0,0,0,2580,0,40,0,0
0,52,0,232024,2,10,0,1,0,0,0,0,0,60,0,0
0,32,3,223267,5,14,0,3,0,0,0,0,0,48,0,1
0,26,0,174921,4,13,1,6,3,0,1,0,0,40,0,0
0,40,0,145439,2,3,0,1,0,3,0,4064,0,40,1,0
0,20,0,388156,0,10,2,1,2,0,1,0,0,24,0,0
0,38,4,181721,5,13,1,6,1,1,0,0,0,40,0,1
0,23,0,33423,0,10,2,8,0,0,0,0,0,30,0,0
0,32,1,178623,1,9,1,4,1,1,1,0,0,40,9,0
0,19,2,254247,9,8,1,7,3,0,1,0,0,38,5,0
0,43,0,190044,1,6,0,9,0,0,0,0,0,40,0,0
1,35,0,125933,4,13,0,4,0,0,0,0,0,50,0,0
0,27,2,206889,1,10,2,12,2,0,0,0,0,50,1,0
0,42,0,115511,12,16,0,2,0,0,0,0,0,50,0,1
1,43,3,410867,9,16,0,3,0,0,1,0,0,50,0,0
1,33,0,133503,1,9,1,8,3,0,1,0,1977,45,0,1
1,44,1,433705,0,9,2,8,3,0,1,0,0,52,0,0
0,30,0,142675,11,8,0,5,0,0,0,0,0,50,0,0
0,66,2,216856,1,14,0,7,0,0,0,0,0,50,0,1
0,49,1,249585,9,7,0,2,0,0,0,0,0,65,0,0
0,43,0,190403,7,13,1,3,1,1,1,0,0,40,0,0
0,22,0,122272,3,13,1,0,1,0,0,0,0,35,0,0
1,43,5,164790,1,10,4,7,0,1,1,0,0,50,0,0
1,38,0,119177,1,9,1,8,3,0,1,0,0,55,0,0
1,60,0,106118,1,9,0,5,0,0,0,0,0,70,0,0
0,23,0,212888,5,10,1,7,5,0,1,0,0,40,0,0
0,46,1,428350,5,9,2,7,3,0,1,0,0,15,1,0
0,26,1,213258,1,9,0,9,0,0,0,0,0,40,0,0
0,58,1,213975,7,11,3,0,1,0,1,0,0,40,1,0
0,31,1,265509,10,11,3,11,3,1,1,0,0,32,0,0
0,20,0,236592,11,8,2,8,2,2,0,0,0,35,21,0
1,34,0,167893,1,10,3,2,2,0,1,0,0,64,0,0
0,51,0,161691,2,9,1,4,4,2,0,0,0,40,1,0
0,63,4,27653,0,9,2,3,3,0,1,0,0,35,0,0
0,68,0,201732,1,10,1,6,1,0,1,0,0,40,0,0
1,41,0,112181,5,13,1,5,5,0,0,0,0,12,0,0
0,29,1,440647,5,10,0,12,4,1,1,0,0,40,0,0
0,60,2,162947,2,3,0,3,0,0,0,0,0,40,8,0
0,39,0,115215,0,9,1,11,1,0,1,0,0,40,0,0
1,47,0,33710,4,13,0,7,0,0,0,3103,0,60,0,0
0,34,1,176185,0,13,1,0,1,0,0,0,1741,40,0,0
1,45,4,213646,5,13,1,7,1,0,1,7298,0,40,0,1
0,43,0,299197,5,10,0,7,0,0,0,0,0,40,0,0
0,24,0,241185,0,9,1,2,0,0,0,0,0,48,0,0
0,24,0,194096,3,9,1,2,1,0,1,0,0,45,0,0
0,23,0,236601,4,10,1,1,1,0,0,0,0,48,0,0
1,57,0,159319,4,14,1,6,1,0,0,0,0,50,0,1
0,24,2,303296,5,10,1,0,2,2,1,0,0,40,20,0
0,39,0,183892,0,9,2,7,3,0,1,0,0,40,0,0
0,32,3,49325,10,4,0,4,0,0,0,0,0,40,0,0
0,31,2,175509,4,13,1,8,0,0,1,0,0,50,0,1
0,47,2,99549,4,10,3,6,3,1,1,0,0,40,0,0
1,40,6,242082,0,13,0,2,0,0,0,0,0,45,0,1
1,64,0,391121,12,4,0,11,0,0,0,0,0,40,0,0
0,45,0,49298,4,13,2,12,3,0,1,0,0,40,0,0
0,41,0,283116,3,9,2,3,3,0,1,1506,0,50,0,0
0,36,0,347491,3,16,0,3,0,0,0,0,0,35,0,1
0,68,0,171933,8,4,1,3,1,0,1,0,0,40,0,0
0,30,2,79448,1,10,4,7,2,0,0,0,0,10,0,0
0,34,0,242960,7,11,0,1,0,0,0,0,0,50,0,0
0,19,2,376683,1,10,1,1,2,1,0,2036,0,30,0,0
0,26,3,337867,7,13,1,2,1,2,1,0,0,40,0,0
0,22,2,214399,5,10,0,5,3,0,1,0,0,15,0,0
0,68,1,407338,2,10,1,6,1,0,1,0,0,20,0,0
0,62,3,249078,0,13,3,2,1,1,1,0,0,40,0,0
1,51,0,290856,2,9,1,12,1,1,1,0,0,40,0,0
1,31,0,574005,7,13,1,7,1,1,1,0,0,44,0,1
0,27,0,249315,4,10,1,9,1,0,0,0,0,44,0,0
0,31,0,130620,2,7,5,8,2,3,0,0,0,40,15,0
1,38,3,91711,0,13,0,2,0,0,0,0,0,50,0,1
0,19,0,28145,6,9,1,1,2,0,1,0,0,52,0,0
0,24,0,72143,7,13,0,2,0,1,0,0,0,20,0,0
0,34,1,194325,2,9,0,10,0,0,0,0,0,45,0,0
0,25,0,234190,1,10,1,7,3,0,0,0,0,35,0,0
0,46,2,187226,9,5,0,0,0,0,1,0,0,25,0,0
1,47,6,96798,3,9,1,8,2,0,0,0,0,80,0,0
1,36,1,408427,11,15,0,3,0,0,0,0,0,60,0,0
0,35,0,267798,1,9,0,10,4,0,1,0,0,40,0,0
1,39,0,293291,0,9,3,5,2,0,1,0,0,50,0,0
0,20,0,70708,0,9,2,1,3,0,1,0,0,60,0,0
1,36,0,262688,5,10,1,2,1,0,1,7688,0,50,0,1
0,29,2,132874,2,9,0,1,0,0,0,0,0,40,0,0
0,31,0,272856,2,9,0,7,2,0,1,0,0,50,34,0
1,44,6,38434,4,13,4,1,0,0,0,0,0,40,0,0
0,35,0,434114,0,9,2,1,3,0,1,0,0,40,4,0
0,46,2,318259,6,11,3,9,5,0,1,0,0,36,0,1
1,54,0,161691,2,14,1,2,1,0,0,0,2559,40,0,1
0,20,2,224059,0,9,2,0,0,0,1,0,0,40,0,0
1,41,2,214242,4,13,2,8,1,0,1,0,1887,40,0,1
1,35,2,119098,9,16,1,3,1,0,0,7298,0,40,0,1
0,37,2,410919,0,9,3,4,3,0,1,0,0,35,0,0
0,60,0,163729,3,9,2,12,3,0,1,2597,0,40,0,0
0,44,0,90688,2,9,0,9,0,2,0,0,0,45,3,0
1,48,1,345831,5,10,0,11,0,0,0,0,0,40,0,0
0,23,2,113601,4,10,2,7,4,0,1,0,0,30,0,0
0,80,5,34340,13,4,4,12,2,2,1,0,0,35,1,0
1,41,6,218302,3,13,0,7,0,0,0,0,0,60,0,1
1,65,1,149131,0,13,1,1,2,0,0,0,0,40,2,1
1,38,2,146091,11,16,0,2,3,0,1,99999,0,36,0,1
0,53,0,133436,6,4,2,1,5,0,1,0,0,40,0,0
0,56,0,437727,12,5,3,4,2,0,1,0,0,40,0,0
0,27,1,291196,1,13,3,9,0,1,1,0,0,40,0,0
0,24,0,341368,2,9,2,4,2,2,1,0,0,40,1,0
0,39,2,250157,3,13,1,0,1,0,1,0,0,63,0,0
1,54,0,98535,4,13,1,9,1,2,1,0,0,40,1,1
0,37,0,239397,2,6,1,1,1,0,0,0,0,40,2,0
0,30,0,425528,2,9,2,2,5,2,1,0,0,70,1,0
0,30,0,165686,4,13,2,7,0,0,0,0,0,40,0,0
0,72,2,158092,4,13,4,5,0,0,1,0,0,30,0,1
0,56,4,264436,1,10,2,6,2,0,1,0,0,40,0,0
0,38,0,188503,2,10,0,5,3,0,1,6497,0,35,0,0
0,22,4,264710,5,13,3,13,3,0,0,0,0,40,0,0
0,18,4,175648,8,7,1,5,3,0,0,0,0,40,1,0
0,66,1,357750,5,7,4,3,1,2,0,0,0,40,0,0
1,29,1,177398,5,14,1,1,1,0,0,0,0,40,0,0
0,30,0,214993,2,9,1,1,1,2,1,0,0,40,1,0
0,32,0,175856,5,10,1,2,1,1,1,0,0,40,0,0
0,48,0,318331,0,9,1,2,1,0,1,0,0,40,0,0
1,46,5,212120,12,11,1,1,1,0,1,0,0,40,0,0
0,73,0,301210,10,2,0,3,0,0,0,0,1735,20,0,0
0,46,0,248059,1,9,1,10,3,0,1,3464,0,40,0,0
0,41,0,154668,1,10,0,3,0,0,0,0,0,40,0,0
0,25,3,44216,1,9,3,6,1,3,1,0,0,35,0,0
0,27,3,125442,5,10,0,6,0,0,0,0,0,50,0,0
0,43,2,86750,6,11,0,1,0,0,0,0,0,99,0,0
1,57,3,140711,0,13,1,0,2,0,0,0,0,40,0,1
1,35,1,192626,1,10,2,0,2,0,0,0,0,50,1,0
0,55,0,422249,1,9,0,9,0,0,0,0,0,50,0,0
0,55,2,154580,13,6,2,1,1,1,1,2580,0,40,0,0
0,47,0,145269,12,7,3,1,2,2,0,0,0,45,1,0
0,35,0,152734,3,10,0,12,0,1,0,0,0,40,2,0
0,69,2,163595,6,9,4,5,3,0,1,0,0,20,0,0
0,20,0,216889,1,10,1,10,1,0,0,0,0,40,0,0
0,24,2,265567,11,7,2,8,4,0,1,0,0,35,0,0
0,44,1,212665,0,10,1,12,3,1,1,0,0,99,0,0
0,42,4,121718,0,9,1,8,1,0,1,0,0,24,0,0
0,20,0,30035,7,12,2,8,2,0,0,0,0,40,0,0
0,42,0,109067,3,13,4,12,0,0,1,0,0,40,0,0
1,33,1,196342,10,16,1,3,3,0,0,0,0,45,0,0
0,21,0,231160,2,10,0,9,1,0,0,0,0,25,0,0
1,81,0,177408,0,9,2,10,3,0,1,0,2377,26,0,0
1,39,2,347960,7,15,1,8,0,0,0,14084,0,35,0,1
0,18,4,271935,12,7,2,5,3,2,0,0,0,20,1,0
1,48,6,181307,6,9,0,4,0,0,0,0,0,60,0,0
0,19,5,195282,1,9,1,10,4,1,1,0,0,20,0,0
1,48,0,41504,0,9,3,6,2,0,1,0,0,40,0,0
1,52,5,22428,2,13,0,10,0,0,0,0,0,60,0,0
1,32,0,229566,3,11,3,8,2,0,1,0,0,60,0,0
0,32,2,231263,1,10,2,4,1,0,1,0,0,50,0,0
0,31,0,181372,0,9,1,0,0,0,0,0,0,35,0,0
0,23,0,386019,13,5,3,13,2,0,1,0,0,70,0,0
1,39,0,164866,0,9,1,2,1,0,1,0,0,42,0,0
0,42,6,219682,2,14,2,0,1,0,0,0,0,45,0,0
1,39,1,85319,11,15,2,0,5,0,1,7688,0,60,1,1
1,58,4,194068,1,14,0,0,0,0,0,0,1977,50,0,0
0,60,0,225526,1,9,4,9,1,0,1,0,0,32,0,0
0,58,5,78634,2,7,1,3,3,0,1,0,0,60,0,0
0,57,0,233382,4,14,0,6,2,0,0,0,0,40,8,0
0,43,1,75435,3,9,4,3,2,3,1,0,0,30,0,0
0,22,2,216134,4,10,1,7,2,2,1,0,0,40,0,0
0,49,2,168216,13,4,0,5,0,0,0,0,0,48,0,0
0,31,0,120461,2,10,3,5,3,0,0,0,0,40,0,0
0,60,1,163946,14,5,1,1,2,0,0,0,0,40,0,0
0,52,0,208630,0,9,1,0,0,0,0,0,1741,38,0,0
0,22,2,410439,1,9,3,5,0,0,0,0,0,55,0,0
0,45,1,347321,5,9,1,4,1,0,0,0,0,40,1,0
0,59,2,226922,1,9,2,5,4,0,1,0,1762,30,0,0
1,27,4,153805,1,10,3,6,5,1,1,0,0,50,22,0
0,69,0,41419,3,4,1,0,1,0,1,0,0,20,0,0
0,24,1,186831,1,10,1,0,3,1,0,0,0,45,0,0
0,51,4,306784,0,9,2,10,3,0,1,0,0,30,0,0
1,33,0,356823,1,13,3,9,0,0,0,10520,0,45,0,1
1,47,0,264052,7,13,1,5,1,1,1,15024,0,50,0,1
0,25,2,216010,1,12,1,1,3,0,0,0,0,40,0,0
0,21,1,123727,1,10,0,2,2,0,1,0,0,28,0,0
1,30,0,345522,0,9,3,6,2,0,1,3103,0,70,0,0
0,90,2,39824,6,9,4,5,3,0,0,401,0,4,0,0
0,28,0,148429,1,9,1,0,3,0,1,2885,0,40,0,0
0,21,1,246207,1,10,1,2,3,1,1,0,0,20,1,0
0,29,0,190539,0,13,1,9,1,0,0,6849,0,48,0,0
1,27,2,359155,6,13,1,6,3,0,0,0,0,40,0,0
0,52,0,301229,3,11,0,4,0,0,0,0,0,40,0,0
0,24,0,116934,4,10,4,9,3,0,1,0,0,45,0,1
0,38,4,236687,1,10,0,9,0,0,0,0,0,40,0,0
0,18,2,108892,10,7,1,11,3,0,1,0,0,12,0,0
1,46,0,42972,2,14,3,2,4,0,0,0,0,22,0,0
0,72,2,205343,2,7,6,0,4,0,1,0,0,40,0,0
0,20,2,190963,4,10,1,2,1,0,1,0,0,30,0,0
0,40,1,197919,3,12,0,1,0,0,1,0,0,40,1,0
0,27,0,250314,9,5,1,12,3,0,1,0,0,40,26,0
0,31,0,173495,2,9,2,1,3,0,0,0,0,35,0,0
0,17,1,170320,1,7,0,1,1,0,1,0,0,8,0,0
1,45,0,285060,1,13,1,0,1,0,1,0,0,50,0,1
0,37,0,60313,0,9,1,9,4,0,1,0,0,40,0,0
0,21,4,188535,0,10,2,5,5,2,1,0,0,40,1,0
0,27,2,175034,0,13,0,0,0,0,1,0,0,40,0,0
1,59,0,453067,0,10,1,8,1,2,1,0,0,36,1,0
0,54,0,220055,4,13,4,8,4,0,0,0,0,40,0,0
0,34,2,145874,8,16,2,12,3,3,1,0,0,20,7,0
0,19,2,129059,4,10,2,5,4,1,1,0,0,30,0,0
0,36,0,201117,7,13,1,5,1,1,1,0,0,50,0,1
1,57,4,353808,4,10,1,5,1,0,1,0,0,60,0,0
0,28,1,29444,1,9,0,1,0,3,0,0,0,40,0,0
1,36,0,63509,8,12,0,2,0,0,0,0,0,48,0,0
0,45,0,75673,8,11,4,2,0,3,0,0,0,40,0,0
0,50,0,196193,7,13,1,7,1,1,1,0,0,40,17,0
0,42,1,119207,3,9,1,0,3,0,0,0,0,48,0,0
0,55,4,105582,5,14,1,2,1,0,1,2228,0,50,0,1
0,20,2,416103,5,10,0,2,3,0,0,0,0,40,0,0
0,24,0,196742,0,9,0,10,2,0,0,0,0,40,0,0
0,44,0,167725,0,9,2,2,3,0,1,0,0,24,0,0
0,49,1,213307,4,10,1,6,1,0,1,0,0,40,0,0
0,29,3,44921,2,9,0,8,2,0,1,0,0,40,0,0
0,46,0,207677,1,9,0,10,0,0,1,0,0,30,0,0
0,39,2,86551,3,8,1,5,1,0,1,0,0,40,0,0
0,18,5,344742,11,6,1,10,4,0,0,0,0,40,0,0
0,30,0,46712,1,9,0,7,0,0,0,0,0,40,0,0
0,51,0,210940,2,9,1,2,1,1,1,0,2002,45,0,0
1,40,2,51290,8,14,2,8,1,0,1,0,0,50,0,1
0,18,2,28357,3,10,1,5,2,0,1,0,0,20,0,0
1,28,2,119545,4,10,1,4,4,0,1,7688,0,50,0,1
0,71,1,125101,10,11,5,6,2,0,0,0,0,40,0,0
0,42,5,65950,0,9,2,1,4,1,0,0,0,40,0,0
0,47,0,328610,0,9,1,8,1,0,1,0,0,40,0,0
0,29,0,206250,3,9,0,1,0,0,0,0,0,45,0,0
0,32,3,647882,2,9,0,8,0,0,0,0,0,40,1,0
0,33,0,215306,8,11,0,8,2,0,0,0,0,40,8,0
1,35,0,87556,7,14,0,0,0,0,0,0,0,45,0,1
0,26,2,75654,1,9,2,6,0,0,0,0,0,55,0,0
0,19,0,184207,3,10,1,6,3,0,0,0,0,40,0,0
1,43,0,160943,3,9,0,4,0,2,0,0,0,40,0,0
0,19,0,198668,0,9,3,3,3,0,1,0,0,40,0,0
0,22,2,505980,2,9,1,6,2,0,0,0,0,40,0,0
0,33,0,167309,4,13,1,3,3,0,0,0,0,40,0,0
1,49,3,202467,3,9,0,10,0,0,0,0,0,40,0,0
0,41,0,180138,2,9,0,2,0,1,1,0,0,50,0,0
0,21,0,109952,2,9,1,1,1,2,1,0,0,40,1,0
0,44,2,206686,4,10,3,4,4,0,1,0,0,40,0,0
1,55,2,32365,4,13,2,9,1,0,1,0,0,45,0,1
0,20,1,34321,1,10,0,2,0,0,1,0,0,30,0,0
0,47,2,103406,0,9,2,12,3,0,1,0,0,40,0,0
1,54,4,28186,1,13,0,13,0,0,1,27828,0,50,0,1
0,44,4,37997,3,9,0,8,0,0,0,0,0,60,0,0
0,31,2,106347,2,7,4,4,0,1,1,0,0,42,0,0
0,52,6,77392,0,9,1,10,1,0,1,0,0,60,0,0
0,35,0,29145,3,11,2,6,1,0,1,0,0,40,0,0
0,41,0,239833,0,9,5,6,0,2,1,0,0,50,0,0
1,49,6,324791,0,13,0,3,0,0,0,0,0,50,0,1
0,28,1,107218,6,13,2,12,4,2,1,0,0,20,0,0
0,18,4,29582,2,7,2,10,2,0,1,0,0,40,0,0
1,44,0,157217,11,12,1,9,1,0,0,0,0,40,0,0
0,38,5,107479,13,5,1,10,4,0,1,0,0,12,0,0
0,63,0,174826,0,9,1,8,1,0,0,0,0,40,0,0
1,50,0,185846,3,9,1,6,2,0,0,0,0,55,0,0
1,33,5,348491,4,10,0,2,3,2,1,0,0,40,0,0
0,23,2,38151,7,7,1,3,5,0,0,0,0,40,23,0
0,46,2,111163,3,9,4,7,3,0,1,0,0,38,0,0
0,29,0,37215,1,9,0,5,0,0,0,0,0,55,0,0
0,29,0,186624,3,9,0,4,4,0,1,0,0,40,2,0
0,31,0,393357,4,5,0,9,0,1,0,0,0,48,0,0
0,39,0,409189,9,3,1,9,2,0,0,0,0,40,16,1
1,43,5,174090,6,9,0,3,5,0,1,0,0,20,0,0
0,18,2,415520,11,7,2,8,4,0,1,0,0,20,0,0
0,34,0,111589,11,6,2,8,0,2,0,0,0,40,7,0
1,44,6,158555,4,10,0,0,0,0,0,0,0,50,0,0
0,39,1,487486,5,9,3,10,0,0,0,0,0,40,4,0
0,28,4,147471,2,9,3,5,5,2,0,0,0,10,1,1
0,40,4,154076,7,12,3,1,2,0,1,0,0,60,0,0
1,60,0,121832,9,7,0,9,0,0,0,0,0,40,0,0
0,23,0,205653,4,13,2,13,5,2,1,0,0,30,1,0
0,27,0,183523,4,13,1,7,3,0,0,0,0,45,0,0
0,35,0,328466,7,5,1,8,1,0,0,0,0,40,2,0
0,36,1,94954,1,9,2,2,1,0,1,0,0,40,0,0
0,54,3,32778,6,9,4,7,3,0,1,0,0,40,0,0
0,28,0,196564,1,9,0,5,0,0,0,0,0,45,0,0
0,39,0,219155,0,9,2,7,3,0,1,0,0,43,0,0
0,25,1,104439,1,10,1,2,1,0,1,0,0,50,1,0
0,34,4,80249,4,10,0,8,0,0,0,0,0,72,0,0
0,57,4,190747,7,5,1,8,1,0,0,0,0,40,0,0
1,32,0,36467,9,12,1,4,1,2,1,0,0,45,1,0
0,17,0,160118,11,8,1,9,1,0,1,0,0,10,11,0
0,35,2,48123,10,8,0,1,3,0,1,0,0,50,0,0
0,66,6,150726,4,5,1,1,1,0,0,1409,0,1,4,0
0,34,0,349169,5,14,1,1,1,2,1,0,0,40,12,0
0,37,2,87369,10,5,2,5,4,0,1,0,0,40,0,0
1,36,5,223433,5,11,1,10,2,0,0,0,0,53,0,1
1,34,4,230420,4,13,0,0,0,0,0,0,0,40,0,1
1,44,2,120277,6,13,1,6,1,0,1,15024,0,50,2,1
1,58,6,229498,3,10,4,6,3,0,1,0,0,20,0,0
0,39,0,65382,1,10,1,6,1,0,0,0,0,40,0,0
1,38,0,309230,5,10,1,7,1,1,1,0,0,40,0,0
0,42,0,144995,12,1,2,6,0,0,1,0,0,25,0,0
0,21,0,285127,0,9,1,1,0,1,0,0,0,40,0,0
0,33,2,107248,14,11,2,1,0,0,1,0,0,45,0,0
0,33,4,182926,7,13,0,4,0,1,1,0,0,40,17,0
1,47,5,81654,2,10,2,8,0,0,0,0,0,56,0,0
1,54,0,511668,13,16,1,5,1,1,1,0,1977,43,0,1
0,25,1,254746,4,13,2,0,5,0,1,0,0,40,1,0
0,42,6,204033,3,13,0,4,3,0,1,0,0,35,10,0
1,61,0,40269,1,10,0,0,0,0,0,0,0,40,0,0
0,29,0,138190,0,9,0,5,3,1,1,0,1138,40,0,0
0,41,0,152742,7,11,3,8,3,0,1,3325,0,40,0,0
0,37,0,138441,3,9,2,11,5,0,0,0,0,40,0,0
0,45,2,96975,5,10,2,2,4,0,1,0,0,40,0,0
1,64,0,178556,13,6,2,0,1,0,1,0,0,56,0,0
0,34,0,149943,0,9,3,0,2,3,1,0,0,40,16,0
1,50,3,117496,3,9,0,7,4,0,1,7298,0,30,0,1
0,65,0,243858,0,9,5,0,2,0,0,0,0,15,0,0
0,39,6,174330,4,10,0,5,0,0,0,0,0,40,0,0
0,25,0,66935,7,13,1,4,2,0,0,0,0,40,0,0
0,18,2,166889,1,10,1,11,3,1,0,0,1602,35,0,0
0,32,0,215047,6,4,0,1,0,0,0,0,0,40,0,0
0,57,0,171242,6,7,5,4,2,0,0,0,0,40,11,0
1,27,0,185670,3,13,2,2,3,0,1,0,0,60,0,1
0,32,2,190228,3,9,1,1,0,0,1,0,0,60,0,0
0,20,0,190429,1,10,2,1,4,0,1,0,0,40,0,0
0,22,0,207782,8,12,1,2,2,0,0,0,0,20,0,0
0,47,2,256522,1,9,1,2,1,0,0,0,0,40,4,0
0,49,0,195956,5,13,2,7,3,0,1,0,0,35,0,0
0,17,3,117906,2,6,1,12,3,0,0,0,0,40,1,0
0,34,1,80933,3,9,2,8,5,0,0,0,0,40,0,0
0,24,0,143766,5,10,0,9,2,1,1,0,0,55,0,0
0,23,0,233923,2,10,3,10,3,0,0,0,0,20,0,0
0,49,0,104542,0,9,1,0,1,0,0,0,0,40,0,0
0,36,5,239074,6,12,0,5,0,0,0,0,0,40,0,0
1,49,0,28334,0,10,1,9,1,2,1,0,0,45,1,0
0,25,0,143280,1,6,1,13,2,0,1,0,0,24,0,0
0,51,0,280093,3,9,4,7,2,0,1,0,0,40,0,0
1,51,0,99185,3,13,2,10,3,0,1,0,0,60,0,0
0,75,1,208426,10,15,1,3,1,0,0,0,0,35,0,0
0,24,0,196816,4,13,1,8,1,2,1,3908,0,40,1,0
1,23,0,258298,3,13,1,4,2,0,0,0,2231,40,0,0
0,34,0,37646,11,12,1,3,1,0,1,0,0,65,0,0
1,34,0,101345,2,9,0,1,2,0,1,0,0,40,0,0
0,36,2,89718,3,9,2,5,1,0,1,0,0,40,0,0
0,34,0,186269,3,9,3,2,1,0,0,0,0,40,0,0
0,27,0,86681,4,13,1,1,3,0,1,0,0,40,0,0
0,23,0,119665,3,9,1,7,5,0,0,0,0,60,0,0
0,36,2,345712,0,9,3,1,2,0,1,0,0,40,0,0
0,18,0,40822,11,7,1,1,1,0,1,0,0,15,0,0
1,77,0,117898,5,13,1,7,1,0,1,0,0,50,0,1
0,43,0,110556,3,9,3,8,3,1,1,0,0,40,0,0
0,21,0,185251,2,9,2,7,5,2,1,0,0,40,1,0
0,23,2,204653,1,9,0,2,0,0,0,0,0,72,24,0
0,90,2,52386,4,10,2,0,0,2,1,0,0,35,0,0
0,22,1,148955,1,10,2,3,3,4,0,0,0,15,18,0
0,39,4,222641,7,13,0,0,0,0,0,0,0,40,0,1
0,24,0,214014,6,9,1,4,2,1,0,0,0,40,0,0
0,27,1,175552,12,3,1,6,5,0,0,0,0,40,1,0
0,57,6,283635,0,10,0,10,0,0,0,0,0,40,0,0
0,23,0,176486,0,10,2,0,3,2,0,0,0,25,1,0
0,47,0,479611,0,13,2,5,1,0,0,0,0,50,0,0
0,44,0,95255,3,10,2,3,4,0,1,0,0,40,0,0
0,31,0,111363,0,13,0,8,0,0,0,0,0,40,0,1
0,43,0,114351,3,9,2,3,5,0,0,0,0,35,0,0
